method_name,condition_name,n_seeds,n_failed,n_gross_error,failure_rate,gross_error_rate,unusable_rate,convergence_rate,displacement_rmse_mean_m,displacement_rmse_median_m,displacement_rmse_std_m,displacement_rmse_p05_m,displacement_rmse_p95_m,peak_absolute_error_mean_m,phase_rmse_mean_rad,runtime_s_mean
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.06",50,0,0,0.0,0.0,0.0,,3.3195580281883568e-09,3.2868416412328085e-09,7.728686380881056e-10,2.38319873579711e-09,4.690404568619219e-09,7.072779114167227e-09,0.06592098049634361,0.0001048807600091095
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.06",50,0,0,0.0,0.0,0.0,,3.3195580281883663e-09,3.286841641232833e-09,7.728686380881562e-10,2.3831987357971255e-09,4.690404568619203e-09,7.072779114167264e-09,0.06592098049634382,7.710292000410845e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.06",50,0,0,0.0,0.0,0.0,,2.811234021547442e-09,2.8780452422868457e-09,5.363603982736053e-10,1.993263485723653e-09,3.6372035912064304e-09,6.019416339380363e-09,0.05582649904940033,3.6086539930693105e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.06",50,0,0,0.0,0.0,0.0,,4.660879827223824e-09,4.630288536549528e-09,6.234034622421513e-10,3.6116204344789593e-09,5.561867714886105e-09,9.880775998647752e-09,0.09255743251878151,2.025618010520702e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.06",50,0,0,0.0,0.0,0.0,1.0,3.368571978654651e-09,3.212628800929761e-09,8.285834764853825e-10,2.4185893394186285e-09,5.136712781830648e-09,7.133325722429806e-09,0.06689431720120029,0.00024090532006084686
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.06",50,0,0,0.0,0.0,0.0,,4.677799287331877e-09,4.729523014831789e-09,6.108787481069264e-10,3.6071719706573604e-09,5.6255708593907945e-09,9.826235049960607e-09,0.09289342525947784,2.9863599411328323e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.06",50,0,0,0.0,0.0,0.0,,4.675858479652963e-09,4.637215875404789e-09,6.282626871363965e-10,3.635016233823594e-09,5.594284669193419e-09,9.914536776806616e-09,0.09285488400065288,8.147658001689706e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.08",50,0,0,0.0,0.0,0.0,,4.431456860935666e-09,4.22406997117259e-09,9.617694963955805e-10,3.3494475088605613e-09,6.134049412756079e-09,9.958838000004711e-09,0.088001468514637,0.00010382503995060689
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.08",50,0,0,0.0,0.0,0.0,,4.431456860935652e-09,4.224069971172383e-09,9.617694963956094e-10,3.34944750886057e-09,6.134049412755938e-09,9.958838000004648e-09,0.08800146851463671,7.736859999567968e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.08",50,0,0,0.0,0.0,0.0,,3.791683374614151e-09,3.603991689435971e-09,7.379880598295148e-10,2.875444124143121e-09,4.992348609074253e-09,8.367864456246702e-09,0.07529661589397203,3.456937998635112e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.08",50,0,0,0.0,0.0,0.0,,5.575766404161757e-09,5.565991900370152e-09,9.221768903618925e-10,4.134117264869313e-09,6.988472610332984e-09,1.1976777488590386e-08,0.11072558011028667,2.144077991033555e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.08",50,0,0,0.0,0.0,0.0,1.0,4.5303748921434735e-09,4.307416201974335e-09,1.0502497226276213e-09,3.3953442649059527e-09,6.279147824459582e-09,9.977618443102708e-09,0.08996581845237413,0.0002753115400264505
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.08",50,0,0,0.0,0.0,0.0,,5.49756913665866e-09,5.4988742367297554e-09,9.960186523830065e-10,3.9654142452375605e-09,7.148047121323947e-09,1.172096305992035e-08,0.10917271057097869,3.7549999069597107e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.08",50,0,0,0.0,0.0,0.0,,5.612413939729813e-09,5.600400959236774e-09,9.195936386326843e-10,4.170807186918451e-09,7.009845465188151e-09,1.2059350901576184e-08,0.11145334008824356,8.139631998346886e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=20,noise_std=0.1",50,0,0,0.0,0.0,0.0,,5.552578454597541e-09,5.586271649367572e-09,1.0265253940580835e-09,4.373214264990768e-09,7.1143578759790505e-09,1.1683626410467584e-08,0.11026510544528825,0.00010424399997646105
halir_flusser,"grid:n_x_noise:samples_per_fit=20,noise_std=0.1",50,0,0,0.0,0.0,0.0,,5.5525784545975085e-09,5.586271649367607e-09,1.0265253940580394e-09,4.373214264990804e-09,7.114357875978959e-09,1.1683626410467511e-08,0.11026510544528759,7.199340003353427e-05
heydemann,"grid:n_x_noise:samples_per_fit=20,noise_std=0.1",50,0,0,0.0,0.0,0.0,,4.840584684960508e-09,4.8467477465766636e-09,9.219223484273554e-10,3.246987615254067e-09,6.168555742993726e-09,1.0209761086792971e-08,0.09612607639286472,3.4361019952484636e-05
kasa,"grid:n_x_noise:samples_per_fit=20,noise_std=0.1",50,0,0,0.0,0.0,0.0,,6.392931168580969e-09,6.346338298120975e-09,1.0446145446133117e-09,4.9335564498691654e-09,8.44624239105245e-09,1.3447261997937781e-08,0.12695313270618955,2.5415220079594292e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=20,noise_std=0.1",50,0,0,0.0,0.0,0.0,1.0,5.778818685333216e-09,5.6915104882173714e-09,1.1153222993909146e-09,3.977595765169566e-09,7.655026265696648e-09,1.193134820788829e-08,0.11475786553900288,0.0002948854599890183
raw_atan2,"grid:n_x_noise:samples_per_fit=20,noise_std=0.1",50,0,0,0.0,0.0,0.0,,6.318567727499531e-09,6.229414841488632e-09,9.926588069004157e-10,4.77573006020472e-09,8.011385648584238e-09,1.3167176372792828e-08,0.12547639667460225,2.9801600248902106e-06
taubin,"grid:n_x_noise:samples_per_fit=20,noise_std=0.1",50,0,0,0.0,0.0,0.0,,6.448199080682729e-09,6.38099176670153e-09,1.066087782383603e-09,4.944331241906923e-09,8.473482560715845e-09,1.356570855294136e-08,0.1280506628366455,8.270590007668942e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.0",50,0,0,0.0,0.0,0.0,,1.7411758920994544e-11,1.750628337714315e-11,1.0366475616051344e-12,1.5606139473488127e-11,1.9210144579096225e-11,5.650977183181084e-11,0.0003457689880674654,0.00010626525994666735
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.0",50,0,0,0.0,0.0,0.0,,1.741175892099387e-11,1.7506283377157795e-11,1.0366475616015329e-12,1.5606139473499113e-11,1.9210144579107673e-11,5.650977183184617e-11,0.0003457689880674518,8.27993000348215e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.0",50,0,0,0.0,0.0,0.0,,1.7103585504731993e-11,1.7168793570477186e-11,9.684485177519496e-13,1.5385831837168287e-11,1.84825818137113e-11,5.557100530904107e-11,0.00033964916922699697,3.730978000021423e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.0",50,0,0,0.0,0.0,0.0,,3.6076568318532726e-09,3.607522644311718e-09,1.1830515127998236e-12,3.6057001454312326e-09,3.6095968751055626e-09,6.135971916393641e-09,0.07164215044009652,2.7100239967694507e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.0",50,0,0,0.0,0.0,0.0,1.0,1.7406701360591814e-11,1.7485880015167428e-11,1.0323109191089798e-12,1.5597502159961882e-11,1.9200517285274644e-11,5.646805649018872e-11,0.00034566855320901835,0.000409144319837651
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.0",50,0,0,0.0,0.0,0.0,,3.7277201549615e-09,3.7278431441926685e-09,1.3009946387674034e-12,3.725617503811845e-09,3.729945850993817e-09,6.677341945751352e-09,0.07402641121027595,4.803619958693162e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.0",50,0,0,0.0,0.0,0.0,,3.607656867196752e-09,3.6075226914348533e-09,1.1830536876564181e-12,3.605700154604768e-09,3.609596887252626e-09,6.135978052272128e-09,0.07164215114196008,9.262250003303052e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.005",50,0,0,0.0,0.0,0.0,,2.4670262567827796e-10,2.4749521716452167e-10,1.1300536807265147e-11,2.2934266951953854e-10,2.644629152439735e-10,7.59233807776208e-10,0.0048991097120871735,0.00010827177995452075
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.005",50,0,0,0.0,0.0,0.0,,2.467026256782791e-10,2.4749521716451805e-10,1.1300536807256034e-11,2.2934266951958788e-10,2.6446291524386013e-10,7.592338077763064e-10,0.004899109712087194,8.262051998826792e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.005",50,0,0,0.0,0.0,0.0,,2.412506474277337e-10,2.439676932785462e-10,1.1206462161600372e-11,2.2226778356554914e-10,2.554390639133339e-10,7.444687560547747e-10,0.0047908423617746485,3.956358003051719e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.005",50,0,0,0.0,0.0,0.0,,3.61410397570107e-09,3.6154042925138693e-09,2.0876906416496903e-11,3.5818252282146604e-09,3.6514237562287413e-09,6.543274032657229e-09,0.07177018014773798,2.8610400131583448e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.005",50,0,0,0.0,0.0,0.0,1.0,2.4657753205856463e-10,2.481096161447538e-10,1.129579589341054e-11,2.2886719375064734e-10,2.635627261039197e-10,7.595963137964246e-10,0.004896625557872871,0.0004681687200354645
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.005",50,0,0,0.0,0.0,0.0,,3.734163823543525e-09,3.734594798834567e-09,1.9823687551984022e-11,3.7047838871983445e-09,3.769139753335314e-09,6.996922215786601e-09,0.07415437190483636,4.778719994646963e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.005",50,0,0,0.0,0.0,0.0,,3.6141127981918863e-09,3.615420311483307e-09,2.0877057929973042e-11,3.581831077405114e-09,3.651427911674975e-09,6.5434734251463334e-09,0.07177035534794235,8.821679999527987e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.01",50,0,0,0.0,0.0,0.0,,4.914469583114285e-10,4.922211048017639e-10,2.3200185837642604e-11,4.509951528603686e-10,5.251661017848749e-10,1.437818274385443e-09,0.00975933093464117,0.00011337041993101593
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.01",50,0,0,0.0,0.0,0.0,,4.914469583114357e-10,4.922211048017511e-10,2.3200185837645337e-11,4.50995152860357e-10,5.25166101784891e-10,1.4378182743854891e-09,0.009759330934641312,8.4664679980051e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.01",50,0,0,0.0,0.0,0.0,,4.822975912053109e-10,4.817118907792057e-10,2.3666769239857016e-11,4.467136700586619e-10,5.234321412953387e-10,1.416050536138903e-09,0.009577639503000368,3.809255995292915e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.01",50,0,0,0.0,0.0,0.0,,3.6302863196015413e-09,3.632270006780689e-09,3.3158597378940166e-11,3.578770804166665e-09,3.6830931329868814e-09,6.975154573306079e-09,0.07209153496894899,2.7747279964387418e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.01",50,0,0,0.0,0.0,0.0,1.0,4.915649648601522e-10,4.921251441694e-10,2.2621540020789416e-11,4.521921259729992e-10,5.262329694714885e-10,1.4407809999007064e-09,0.00976167435124386,0.00048232064002149853
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.01",50,0,0,0.0,0.0,0.0,,3.7533738076843075e-09,3.75669472723819e-09,3.354045819576221e-11,3.7084615001237436e-09,3.812848091266026e-09,7.3801943517262826e-09,0.07453585069783418,5.409220011642901e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.01",50,0,0,0.0,0.0,0.0,,3.630312137734181e-09,3.632300065632455e-09,3.3161389575508416e-11,3.5788023389410237e-09,3.6831062653077793e-09,6.975652687709984e-09,0.07209204767473805,8.83530000828614e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.02",50,0,0,0.0,0.0,0.0,,9.850018051048496e-10,9.779816130962178e-10,5.186704591857743e-11,9.094273679061308e-10,1.0606012694967118e-09,2.9331940216890635e-09,0.019560521078951208,0.00012174275998404483
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.02",50,0,0,0.0,0.0,0.0,,9.850018051048696e-10,9.77981613096241e-10,5.186704591859877e-11,9.094273679061594e-10,1.0606012694967132e-09,2.9331940216891313e-09,0.0195605210789516,8.107056008157088e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.02",50,0,0,0.0,0.0,0.0,,9.655980887355302e-10,9.648275019872808e-10,5.02882927169237e-11,8.985602682882788e-10,1.0436266580105924e-09,2.8654271183961354e-09,0.01917519508149107,3.8614340046478903e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.02",50,0,0,0.0,0.0,0.0,,3.7298743344292405e-09,3.731157800404216e-09,6.691252306966672e-11,3.6282612446443654e-09,3.819216765684008e-09,8.081854130132379e-09,0.07406918968303428,2.845975996024208e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.02",50,0,0,0.0,0.0,0.0,1.0,9.875894292901209e-10,9.79758531593636e-10,5.150012915192497e-11,9.23003141017418e-10,1.0757215232650595e-09,2.944069215019454e-09,0.019611907053228697,0.0005837905000043975
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.02",50,0,0,0.0,0.0,0.0,,3.8448153672671344e-09,3.8439734814532816e-09,6.944820142468945e-11,3.750454394307533e-09,3.9444425215056885e-09,8.289023632270402e-09,0.07635173016571159,4.702399965026416e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.02",50,0,0,0.0,0.0,0.0,,3.729999361434631e-09,3.731253129595578e-09,6.693289505359828e-11,3.6283166553629733e-09,3.819378610756594e-09,8.083534698056826e-09,0.07407167251439734,9.757215999343315e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.03",50,0,0,0.0,0.0,0.0,,1.4704145546095108e-09,1.4682342311590788e-09,7.868520688239118e-11,1.3614653685629655e-09,1.5972886365835982e-09,4.275962403204666e-09,0.02920002251891749,0.000110396319978463
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.03",50,0,0,0.0,0.0,0.0,,1.4704145546095145e-09,1.4682342311590161e-09,7.86852068823993e-11,1.3614653685629537e-09,1.5972886365837427e-09,4.2759624032046475e-09,0.02920002251891756,7.88850401477248e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.03",50,0,0,0.0,0.0,0.0,,1.4433172514731002e-09,1.4428641684113197e-09,7.708778044773434e-11,1.3432485989582103e-09,1.5611139177273784e-09,4.1919103990237565e-09,0.0286619145008047,3.860766008074279e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.03",50,0,0,0.0,0.0,0.0,,3.877272001562725e-09,3.8811656527601354e-09,1.0579718670940731e-10,3.7155753334599205e-09,4.038187438234146e-09,9.119667548998629e-09,0.07699626571478414,2.500757997040637e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.03",50,0,0,0.0,0.0,0.0,1.0,1.4810237973241273e-09,1.4664700014418999e-09,8.156284152867445e-11,1.3688924811746237e-09,1.6262477925577174e-09,4.317296699858019e-09,0.029410704686884562,0.0006213164599648735
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.03",50,0,0,0.0,0.0,0.0,,3.983008584195026e-09,3.981589286085261e-09,1.0972597749760947e-10,3.798204431141216e-09,4.159569330169779e-09,9.329909491386777e-09,0.07909602090576598,6.748560081177857e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.03",50,0,0,0.0,0.0,0.0,,3.8776202640043545e-09,3.882083083334299e-09,1.0575123394476457e-10,3.7164512658115416e-09,4.038467726358202e-09,9.121393094845127e-09,0.07700318163594815,8.871610005371622e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.04",50,0,0,0.0,0.0,0.0,,1.952326788824536e-09,1.9444399343617464e-09,1.0277151868170974e-10,1.7989390119074714e-09,2.126891378475418e-09,5.960164130095419e-09,0.038770009463828775,0.00011018708008123213
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.04",50,0,0,0.0,0.0,0.0,,1.9523267888245445e-09,1.9444399343617497e-09,1.0277151868172417e-10,1.7989390119075074e-09,2.126891378475437e-09,5.960164130095361e-09,0.038770009463828956,7.909512005426223e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.04",50,0,0,0.0,0.0,0.0,,1.9264291991777073e-09,1.9167971140683394e-09,1.0131541492776675e-10,1.7710375578567556e-09,2.1168445791491017e-09,5.9079167702635955e-09,0.03825572578885938,4.1217199905077e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.04",50,0,0,0.0,0.0,0.0,,4.089405470670103e-09,4.109753811624405e-09,1.291650773539274e-10,3.873672904457241e-09,4.274756113430397e-09,1.0518565855170641e-08,0.08120888864859108,2.4591640030848794e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.04",50,0,0,0.0,0.0,0.0,1.0,1.9661990841994385e-09,1.9615571036466504e-09,1.0982840690896821e-10,1.8008625908645196e-09,2.132863997285904e-09,6.017536247453798e-09,0.039045490508318174,0.0006452015999639115
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.04",50,0,0,0.0,0.0,0.0,,4.2003095932704074e-09,4.205084575187173e-09,1.2202476396185035e-10,3.985322433455492e-09,4.387626779197809e-09,1.06859030757195e-08,0.0834112627118903,5.511160015885252e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.04",50,0,0,0.0,0.0,0.0,,4.089993137918691e-09,4.110379899574896e-09,1.2920793199483584e-10,3.874423671556147e-09,4.274997340003329e-09,1.0520464476711198e-08,0.0812205587567511,9.483816003921674e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.05",50,0,0,0.0,0.0,0.0,,2.4429656512197483e-09,2.4231508163344858e-09,1.1699027792358246e-10,2.274537901458909e-09,2.645595315949503e-09,7.176162941123513e-09,0.048513292938332286,0.00011375610007235082
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.05",50,0,0,0.0,0.0,0.0,,2.4429656512197412e-09,2.4231508163344854e-09,1.16990277923585e-10,2.2745379014588927e-09,2.6455953159495537e-09,7.176162941123433e-09,0.048513292938332134,7.634507999682683e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.05",50,0,0,0.0,0.0,0.0,,2.3995605467165013e-09,2.39353142597628e-09,1.1820303438873963e-10,2.231686972871953e-09,2.6215477684644026e-09,7.095711860952828e-09,0.047651338719396134,3.702231999341166e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.05",50,0,0,0.0,0.0,0.0,,4.316417366881151e-09,4.312627429174184e-09,1.3653285646082549e-10,4.090642817160327e-09,4.5307169020774295e-09,1.1232418822968066e-08,0.08571697275361076,2.5022339941642712e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.05",50,0,0,0.0,0.0,0.0,1.0,2.486913557721401e-09,2.4672295826421114e-09,1.269725334905974e-10,2.3116574368842563e-09,2.7307680520557554e-09,7.235237582631198e-09,0.04938602631511005,0.0006908076799845731
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.05",50,0,0,0.0,0.0,0.0,,4.4122747615492735e-09,4.415387819149337e-09,1.324719543486522e-10,4.1953815197444345e-09,4.623363686916813e-09,1.1300373787267242e-08,0.08762054346714826,5.182200002309401e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.05",50,0,0,0.0,0.0,0.0,,4.317631683085538e-09,4.312804143458078e-09,1.36452206194806e-10,4.092312039946057e-09,4.531800516150122e-09,1.1237800306359117e-08,0.08574108708273111,9.169946000838536e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.06",50,0,0,0.0,0.0,0.0,,2.9339434283455847e-09,2.930076617703042e-09,1.4636964312918645e-10,2.7037001727215597e-09,3.1962736127967774e-09,8.910951501469844e-09,0.05826330670378344,0.00011229762005314114
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.06",50,0,0,0.0,0.0,0.0,,2.9339434283455855e-09,2.9300766177030556e-09,1.4636964312918014e-10,2.703700172721585e-09,3.196273612796745e-09,8.910951501469912e-09,0.05826330670378347,8.174320000762237e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.06",50,0,0,0.0,0.0,0.0,,2.8885550932608614e-09,2.8671875627201307e-09,1.3642890504028865e-10,2.6747192571132522e-09,3.1025238982393164e-09,8.811819998294188e-09,0.05736196877672377,3.793754001890193e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.06",50,0,0,0.0,0.0,0.0,,4.589967040666198e-09,4.610367350602929e-09,1.89317647156073e-10,4.220448476894263e-09,4.915548627163311e-09,1.2511904678953641e-08,0.09114922082917959,2.925529997810372e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.06",50,0,0,0.0,0.0,0.0,1.0,3.0125166944892037e-09,3.0212810666381363e-09,1.8166666903640232e-10,2.7329844970097644e-09,3.356687197450291e-09,9.15932929412051e-09,0.05982364295969589,0.0007528941199961991
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.06",50,0,0,0.0,0.0,0.0,,4.672564236822903e-09,4.6726107712702884e-09,1.8947285737449468e-10,4.303709922216023e-09,4.998090836471572e-09,1.2576030033958518e-08,0.09278946573849069,5.027000079280697e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.06",50,0,0,0.0,0.0,0.0,,4.591664360056794e-09,4.614529159664039e-09,1.8927449432569405e-10,4.223340975520073e-09,4.916693204646544e-09,1.2520580945291623e-08,0.09118292680976298,8.919791998778237e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.08",50,0,0,0.0,0.0,0.0,,3.925352386777707e-09,3.957569874752519e-09,2.422902143677995e-10,3.5653526948859368e-09,4.296667381722157e-09,1.1425696254290916e-08,0.07795106334419724,0.00012008832001811243
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.08",50,0,0,0.0,0.0,0.0,,3.925352386777716e-09,3.957569874752504e-09,2.4229021436780987e-10,3.5653526948859173e-09,4.296667381722185e-09,1.1425696254290979e-08,0.07795106334419741,8.506567999575054e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.08",50,0,0,0.0,0.0,0.0,,3.854684947165594e-09,3.8833139994761034e-09,2.1962936449324663e-10,3.5101576959446423e-09,4.184125166866256e-09,1.1300729705850026e-08,0.0765477238427218,3.8748320039303505e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.08",50,0,0,0.0,0.0,0.0,,5.289273424725291e-09,5.3023138451380334e-09,2.703658159932981e-10,4.902801111042064e-09,5.783756707328593e-09,1.4774878192992524e-08,0.10503629920319024,2.8299380028329323e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.08",50,0,0,0.0,0.0,0.0,1.0,4.130302067365503e-09,4.101955830603823e-09,2.7472615237464865e-10,3.734236930833083e-09,4.553647685652748e-09,1.1819695643154421e-08,0.08202102801480532,0.000831918099993345
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.08",50,0,0,0.0,0.0,0.0,,5.36300726049998e-09,5.382100925548066e-09,2.611763240185471e-10,4.949339989194953e-09,5.8292394630579044e-09,1.4681312099971075e-08,0.10650053230553384,5.016280010750052e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.08",50,0,0,0.0,0.0,0.0,,5.293018005579955e-09,5.3068855283373275e-09,2.7088425813162994e-10,4.90652352591258e-09,5.788827673149751e-09,1.4781849184916116e-08,0.1051106604402559,0.00010810419997142162
fitzgibbon,"grid:n_x_noise:samples_per_fit=200,noise_std=0.1",50,0,0,0.0,0.0,0.0,,4.910724514939534e-09,4.872788357774374e-09,2.0862636138038797e-10,4.641404431326802e-09,5.225019512198615e-09,1.5036369814378158e-08,0.097518938431968,0.0001174466400698293
halir_flusser,"grid:n_x_noise:samples_per_fit=200,noise_std=0.1",50,0,0,0.0,0.0,0.0,,4.910724514939533e-09,4.872788357774374e-09,2.0862636138038794e-10,4.641404431326772e-09,5.225019512198575e-09,1.5036369814378118e-08,0.097518938431968,8.364098001038655e-05
heydemann,"grid:n_x_noise:samples_per_fit=200,noise_std=0.1",50,0,0,0.0,0.0,0.0,,4.8171988606924525e-09,4.797183670447605e-09,2.1606962174667587e-10,4.522967364626637e-09,5.112950064176044e-09,1.4616541196987802e-08,0.09566167226063546,4.3309580069035294e-05
kasa,"grid:n_x_noise:samples_per_fit=200,noise_std=0.1",50,0,0,0.0,0.0,0.0,,6.032969416861249e-09,5.985132826426119e-09,2.7432902944421625e-10,5.639690121549266e-09,6.517800315358625e-09,1.7657150126424894e-08,0.1198048824231555,2.8010320056637285e-05
koning_wimmer_witkovsky,"grid:n_x_noise:samples_per_fit=200,noise_std=0.1",50,0,0,0.0,0.0,0.0,1.0,5.3055319235438715e-09,5.276977663189202e-09,3.6086185252570186e-10,4.659438192002778e-09,5.896865057152211e-09,1.5836568697269415e-08,0.10535916633622977,0.0009970216000147046
raw_atan2,"grid:n_x_noise:samples_per_fit=200,noise_std=0.1",50,0,0,0.0,0.0,0.0,,6.09054105968951e-09,6.0358733417583185e-09,2.823748850802051e-10,5.660083636607222e-09,6.589804867704279e-09,1.7554745499924807e-08,0.12094816086920074,5.200919968046947e-06
taubin,"grid:n_x_noise:samples_per_fit=200,noise_std=0.1",50,0,0,0.0,0.0,0.0,,6.04113842900829e-09,6.001413202064799e-09,2.733713828490338e-10,5.6502977053483305e-09,6.5257169509875295e-09,1.7679302199264014e-08,0.11996710561246163,8.597086000008858e-05
fitzgibbon,"grid:n_x_noise:samples_per_fit=40,noise_std=0.0",50,0,0,0.0,0.0,0.0,,1.9259812757116636e-11,1.9027862832210896e-11,2.36861630812267e-12,1.592389877223228e-11,2.2806408951917023e-11,5.179793575986949e-11,0.000382468307631306,0.00010741421994680422
halir_flusser,"grid:n_x_noise:samples_per_fit=40,noise_std=0.0",50,0,0,0.0,0.0,0.0,,1.9259812757105317e-11,1.9027862832021876e-11,2.3686163081381304e-12,1.5923898772204344e-11,2.2806408951935098e-11,5.179793575987039e-11,0.0003824683076310812,7.07755000803445e-05
heydemann,"grid:n_x_noise:samples_per_fit=40,noise_std=0.0",50,0,0,0.0,0.0,0.0,,1.7827035869486056e-11,1.7562488408613403e-11,1.8708554715322882e-12,1.5256393227216436e-11,2.047825700687076e-11,4.7968547090265365e-11,0.00035401570747698564,3.426479994232068e-05
kasa,"grid:n_x_noise:samples_per_fit=40,noise_std=0.0",50,0,0,0.0,0.0,0.0,,3.608325655596534e-09,3.6081708802278843e-09,2.421348347238316e-12,3.6041160263542962e-09,3.6122697097984435e-09,6.127767312550716e-09,0.07165543218319623,2.0269239885237768e-05
